relationship_rank,relationship,target,predictor,lag,province,n_samples,control_mode,spearman_corr,kendall_tau,distance_corr,mutual_info,abs_spearman
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Trà Vinh,264,month,0.6290986794009846,0.48224211844785453,0.6570546956546187,0.4449441067762092,0.6290986794009846
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Tuyên Quang,264,month,0.38390793123042705,0.27819955922060186,0.6909344023828238,0.29630452397052887,0.38390793123042705
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Tây Ninh,264,month,0.6289613713052887,0.4498840208509101,0.5817551155764495,0.40370413131606764,0.6289613713052887
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Vĩnh Phúc,264,month,0.5708529217178284,0.4299136558941185,0.5966266183807472,0.4790363830989146,0.5708529217178284
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Yên Bái,264,month,0.5609042032753419,0.4143920779796693,0.5828354797527345,0.4130023714929698,0.5609042032753419
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Điện Biên,264,month,0.8623564005630209,0.7296761675190878,0.9009934620449204,1.110644072134289,0.8623564005630209
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Đà Nẵng,264,month,0.5012812729665619,0.3534386955756012,0.8008205299685692,0.41125954777914364,0.5012812729665619
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Đắk Lắk,264,month,0.6793541007850047,0.4992005992422998,0.6458745893450002,0.43909378382221487,0.6793541007850047
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Đắk Nông,264,month,0.9468354075958823,0.8222693326674015,0.9503389493722725,1.1664056329245214,0.9468354075958823
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Đồng Tháp,264,month,0.14688000761761152,0.11940427493230397,0.26932263717520794,0.20977744158198908,0.14688000761761152
